name,address,area,city,pincode,phone,rating,reviews,category,dealer_type,source,source_url
Battery Master,"Sai Nagar, Vasai West, Palghar",Vasai West,Mumbai,401202,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Palghar/Battery-Master-Opp-Sai-Nagar-Rang-Manch-Ground-Vasai-West/022PXX22-XX22-251202115339-N8K7_BZDET
Pradeep Battery Service,"Kolshet Road, Sandoz Baug, Thane",Sandoz Baug,Mumbai,400607,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Pradeep-Battery-Service-Near-Nandi-Baba-Temple-Sandoz-Baug/022PXX22-XX22-140723115602-Z6K7_BZDET
Malhar Enterprises,"Lodha Heaven, Nilje, Thane",Nilje,Mumbai,421204,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Malhar-Enterprises-Near-Lions-Den-Gym-Shivaji-Chowk-Nilje/022PXX22-XX22-180327164425-S8G8_BZDET
Vijay Battery Services Centre,"G B Road, Patlipada-thane West, Thane",Patlipada-thane West,Mumbai,400607,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Vijay-Battery-Services-Centre-Opposite-Old-Thane-New-Thane-Park-Patlipada-thane-West/022PXX22-XX22-120407153114-B9M8_BZDET
SBN Tech Solutions,"No.4/B Kambar Street, Nehru Nagar Velacherry Checkpost",,Chennai,600042,,4.3,7,"APS UPS Battery, 12V, 200 Ah",battery,indiamart,https://www.indiamart.com/proddetail/aps-ups-battery-2854528911273.html
Dexterous Powertech Solutions,"Old No.20 , New No.15 Tatabad- 2nd Street",Tatabad,Coimbatore,641012,,4.5,51,"UPS Battery, 12V, 65 Ah",battery,indiamart,https://www.indiamart.com/proddetail/65ah-ups-battery-2855329061688.html
Marsun Power Systems,"69, Babu Naidu Garden, Perumal Agaram",Thiruverkadu,Chennai,600077,,4.1,53,APC APS UPS Battery,battery,indiamart,https://www.indiamart.com/proddetail/aps-ups-battery-11622923173.html
VVK Industries Private Limited,"No.76/2, Padavettamman Koil Street K.K. Thazhai, MMC",Madhavaram Milk Colony,Chennai,600051,,4.5,2,Ups Battery,battery,indiamart,https://www.indiamart.com/proddetail/ups-battery-2858868071797.html
Amaron Car Battery,"Block 9, East Patel Nagar, Patel Nagar, New Delhi, Delhi 110008",New Delhi,Delhi,110008,089202 84219,,117,car battery dealers,battery,googlemaps,https://www.google.com/maps/place/Amaron+Car+Battery/data=!4m7!3m6!1s0x390d03a98b3e51b5:0x1e5b168e831517ef!8m2!3d28.6435775!4d77.1739311!16s%2Fg%2F11sb0mms80!19sChIJtVE-i6kDDTkR7xcVg44WWx4?authuser=0&hl=en&rclk=1
ABIRAMI BATTERY,"Periya Thoppu, Manali, Chennai, Tamil Nadu 600051",Chennai,Delhi,600051,098841 97859,5.0,0,car battery dealers,battery,googlemaps,https://www.google.com/maps/place/ABIRAMI+BATTERY/data=!4m7!3m6!1s0x3a526536245ae1fd:0x7e73841bc99315d0!8m2!3d13.1650956!4d80.2539492!16s%2Fg%2F11vk0j20rw!19sChIJ_eFaJDZlUjoR0BWTyRuEc34?authuser=0&hl=en&rclk=1
Power Associates,"Sector 7, Kandivali West, Mumbai",Kandivali West,Mumbai,400067,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Power-Associates-Charkop-Near-Priyadarshani-High-School-Kandivali-West/022P1221639897R7T9H8_BZDET
Battery Solution,"MG Road, Kandivali West, Mumbai",Kandivali West,Mumbai,400067,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Battery-Solution-Opposite-Rna-Tower-Near-Dahanukar-Wadi-Kandivali-West/022PXX22-XX22-230221102656-Q4D1_BZDET
Sai Electric Contractor,"A Wing Daisy Subhash Nagar, Badlapur, Thane",Badlapur,Mumbai,421503,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Sai-Electric-Contractor-Near-Fatima-School-Badlapur/022PXX22-XX22-190725132145-P8S1_BZDET
Maharashtra Battery,"Plot No 11 Sector 19C, Vashi, Navi Mumbai",Vashi,Mumbai,400703,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/Maharashtra-Battery-Next-to-Sanjay-Motors-Vashi/022PXX22-XX22-260131153518-L3K5_BZDET
Vandan Enterprises,"Khandeshwar Station Road, Sector 17, New Panvel, Navi Mumbai",New Panvel,Mumbai,410206,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/Vandan-Enterprises-Khanda-Colony-Near-Mahindra-Car-Showroom-New-Panvel/022PXX22-XX22-120224224222-R1R2_BZDET
Megacorp Batteries,"S V Road, Vile Parle West, Mumbai",Vile Parle West,Mumbai,400056,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Megacorp-Batteries-Near-By-Hyundai-Service-Centre-Irla-Vile-Parle-West/022PXX22-XX22-160620150836-I5K8_BZDET
Impact Inverter,"Shop No 5, Kusum Vihar""A, Virar West, Palghar",Virar West,Mumbai,401303,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Palghar/Impact-Inverter-Besides-Banjara-Hotel-Virar-W-Virar-West/022PXX22-XX22-130912160253-B9N1_BZDET
Sai Krupa Marketing,"Station Road, Badlapur, Thane",Badlapur,Mumbai,421503,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Sai-Krupa-Marketing-Near-Palak-Gold-Badlapur/022PXX22-XX22-120407000101-A9U1_BZDET
Complete Tyre Care,"Sector 03,Belpada, Belpada-Kharghar, Navi Mumbai",Belpada-Kharghar,Mumbai,410210,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/Complete-Tyre-Care-Opposite-Kharghar-Railway-Station-Belpada-Kharghar/022PXX22-XX22-220623170031-E1C6_BZDET
A K Tyre Battery & Automobile,"Sector 2, Cbd Belapur, Navi Mumbai",Cbd Belapur,Mumbai,400614,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/A-K-Tyre-Battery-Automobile-Opposite-Mango-Garden-Cbd-Belapur/022PXX22-XX22-130426170858-N1D2_BZDET
Pradeep Battery Services,"Pokhran Road No 2, Upvan Lake Road-Upvan, Thane",Upvan Lake Road-Upvan,Mumbai,400606,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Pradeep-Battery-Services-Opp-Bethany-Hospital-Upvan-Lake-Road-Upvan/022PXX22-XX22-220426160945-J5T7_BZDET
U P Metal Mart,"Ramchandra Bhatt Marg, Dongri, Mumbai",Dongri,Mumbai,400009,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/U-P-Metal-Mart-DONGRI-NOORBAUG-Dongri/022PXX22-XX22-230614041735-Y9P9_BZDET
Battery Zone,"Cadel Road, Mahim, Mumbai",Mahim,Mumbai,400016,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Battery-Zone-Next-to-Sana-Chinese-Mahim/022PXX22-XX22-210202195520-R3K7_BZDET
Mateshwari Tyre & Battery Service,"New Nagardas Road, Andheri East, Mumbai",Andheri East,Mumbai,400069,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Mateshwari-Tyre-Battery-Service-Near-Andheri-Subway-Opposite-Wilson-House-Andheri-East/022PXX22-XX22-150220202431-W4Y4_BZDET
Neelkamal Batteries,"Nilje Road, Nilje, Thane",Nilje,Mumbai,421204,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Neelkamal-Batteries-Near-Lodha-Heaven-Nilje/022PXX22-XX22-110606151428-D1N8_BZDET
Kay Emm Industries,"2, Mohmed Hussain Sahib St, Chindatripet, Chintadripet, Chennai, Tamil Nadu 600002",Chennai,Delhi,600002,044 4213 1790,,8,car battery dealers,battery,googlemaps,https://www.google.com/maps/place/Kay+Emm+Industries/data=!4m7!3m6!1s0x3a52661cc698a483:0x8af1012b8f374682!8m2!3d13.0700475!4d80.2711022!16s%2Fg%2F1tj1qhmk!19sChIJg6SYxhxmUjoRgkY3jysB8Yo?authuser=0&hl=en&rclk=1
R S Battery & Tyres,"Near Railway Crossings, Panvel, Navi Mumbai",Panvel,Mumbai,410206,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/R-S-Battery-Tyres-Karnjade-Panvel/022PXX22-XX22-250916153103-R5K3_BZDET
New Tegiya Tyres & Battery,"Ghot Camp Road, Taloja Sector 11, Navi Mumbai",Taloja Sector 11,Mumbai,410208,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/New-Tegiya-Tyres-Battery-Taloja-Sector-11/022PXX22-XX22-230221215052-U9B4_BZDET
Aniket Techno Solutions,"Sector 12A, Kopar Khairane, Navi Mumbai",Kopar Khairane,Mumbai,400709,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/Aniket-Techno-Solutions-Opposite-Kalash-Udyan-Kopar-Khairane/022PXX22-XX22-210304123233-R5P3_BZDET
Shiv Shakti Enterprises,"100 Feet Road, Off Ambadi Road, Vasai West, Palghar",Vasai West,Mumbai,401202,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Palghar/Shiv-Shakti-Enterprises-Near-Gupta-Tea-House-Hotel-Opp-KT-Signature-Building-Vasai-West/022PXX22-XX22-250220010737-N6G1_BZDET
Power Point,"Carter Road No 4, Borivali East, Mumbai",Borivali East,Mumbai,400066,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Power-Point-Near-HP-Gas-Station-Borivali-East/022PXX22-XX22-180605233154-E4N2_BZDET
JB BATTERY & SERVICES,"Thandalam, Chennai, Tamil Nadu 600069",Chennai,Delhi,600069,093826 94376,0.0,,car battery dealers,battery,googlemaps,https://www.google.com/maps/place/JB+BATTERY+%26+SERVICES/data=!4m7!3m6!1s0x3a52601e0077d7d9:0xc1f29b62f6cdaa7b!8m2!3d13.0015674!4d80.0983092!16s%2Fg%2F11vb5r570j!19sChIJ2dd3AB5gUjoRe6rN9mKb8sE?authuser=0&hl=en&rclk=1
Raza Enterprises,"Asharwadi Jail Road, Kalyan West, Kalyan",Kalyan West,Mumbai,421301,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Kalyan/Raza-Enterprises-Ganpati-Visarjan-Talav-Kalyan-West/022PXX22-XX22-220825154543-I3E7_BZDET
G Brothers Digital,"Balaji Mandir Road, Dombivli East, Thane",Dombivli East,Mumbai,421201,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Thane/G-Brothers-Digital-Near-Gogras-Wadi-Dombivli-East/022PXX22-XX22-151107082824-U1N7_BZDET
Wheel Care Tyres and Battery,"Ulwe, Navi Mumbai",Ulwe,Mumbai,410206,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/Wheel-Care-Tyres-And-Battery-Near-Vahal-Bus-Stand-Ulwe/022PXX22-XX22-200210121203-H4I9_BZDET
Shalom Agency Pvt. Ltd.,"Shraddhanand Road, Vile Parle East, Mumbai",Vile Parle East,Mumbai,400057,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Shalom-Agency-Pvt-Ltd-Opposite-Akruti-Erica-Building-Vile-Parle-East/022PXX22-XX22-220125152134-G2V9_BZDET
A G Power Systems,"Ghodbunder Road,Brahamand, Manpada, Kasarvadavali, Thane",Kasarvadavali,Mumbai,400615,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Thane/A-G-Power-Systems-Opposite-Hypercity-Mall-Kasarvadavali/022PYE06581_BZDET
SMART DELHI BATTERY HUB | Battery Dealer in Delhi | Car Batteries | Inverter Battery| Luminous | Exide| Microtek | Amaron,"92, Shop, Shri, 11, Sri Aurobindo Marg, Adchini, Adhchini Village, Qutab Enclave, New Delhi, Delhi 110017",New Delhi,Delhi,110017,092172 88200,,51,car battery dealers,battery,googlemaps,https://www.google.com/maps/place/SMART+DELHI+BATTERY+HUB+%7C+Battery+Dealer+in+Delhi+%7C+Car+Batteries+%7C+Inverter+Battery%7C+Luminous+%7C+Exide%7C+Microtek+%7C+Amaron/data=!4m7!3m6!1s0x390ce3302280f991:0xb7f2ad3bf7b28927!8m2!3d28.5376458!4d77.1980537!16s%2Fg%2F11ms8t56pm!19sChIJkfmAIjDjDDkRJ4my9zut8rc?authuser=0&hl=en&rclk=1
Anis Battery & Auto Garage,"Sector No.2, Kharghar, Navi Mumbai",Kharghar,Mumbai,410210,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/Anis-Battery-Auto-Garage-Opp-Glomax-Mall-Kharghar/022PXX22-XX22-170328160135-C9I2_BZDET
New Star Auto Garage,"Aastha Niwas, Plot No.27, Sector-19, Near Malvan Tadka Hotel,near Malvan Tadka, Ulwe-410206, Ulwe, Navi Mumbai",Ulwe,Mumbai,410206,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/New-Star-Auto-Garage-Near-Malvan-Tadka-Hotel-Ulwe/022PXX22-XX22-180407180417-T7Q6_BZDET
Sk Metal Batteries,"Road No.33, Thane West, Thane",Thane West,Mumbai,400604,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Sk-Metal-Batteries-Near-Kamgar-Hospital-Thane-West/022PXX22-XX22-250821161419-Y4I3_BZDET
Ansari A to Z Battery Service,"Sahar Cargo Road, Andheri East, Mumbai",Andheri East,Mumbai,400099,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Ansari-A-To-Z-Battery-Service-Near-International-Airport-New-Petrol-Pump-Andheri-East/022PXX22-XX22-180307152946-W1T8_BZDET
Advance Power System,"Kopar Road, Dombivli West, Thane",Dombivli West,Mumbai,421202,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Advance-Power-System-Near-KDMC-Hospital-Shastri-Nagar-Dombivli-West/022PXX22-XX22-190804121036-K4T6_BZDET
Balaji Power Solutions,"Vasai Nallasopara Link Road, Nalasopara East, Palghar",Nalasopara East,Mumbai,401209,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Palghar/Balaji-Power-Solutions-Behind-Uco-Bank-Opposite-PNB-Bank-Nalasopara-East/022PXX22-XX22-150621110611-Q8E3_BZDET
Shree Ram Enterprises,"Taki Road, Nalasopara East, Palghar",Nalasopara East,Mumbai,401209,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Palghar/Shree-Ram-Enterprises-Near-Radha-Krishna-Hotel-Nalasopara-East/022PXX22-XX22-150410125520-K6Q9_BZDET
Smart Batteries,"Section 17,Kalyan Ambernath Road, Ulhasnagar No 3, Thane",Ulhasnagar No 3,Mumbai,421002,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Smart-Batteries-Near-HP-Petrol-Pump-Ulhasnagar-No-3/022PXX22-XX22-240829155944-T9X6_BZDET
Shree Sataidevi Sales & Service,"V S Road, Virar East, Palghar",Virar East,Mumbai,401305,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Palghar/Shree-Sataidevi-Sales-Service-Near-Bholenath-Furniture-Virar-East/022PXX22-XX22-101026165049-Y6B3_BZDET
Manesh Electrical Works,"Chandansar Road, Virar East, Palghar",Virar East,Mumbai,401305,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Palghar/Manesh-Electrical-Works-Near-Solanki-School-Virar-East/022P2525-2525-181031202018-H7T5_BZDET
GEETAI POWER ELECTRONICS,"LBS Marg Hendrepada, Badlapur, Thane",Badlapur,Mumbai,421503,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Thane/GEETAI-POWER-ELECTRONICS-Zilla-Parishad-Marathi-School-Badlapur/022PXX22-XX22-130505173013-Y6E6_BZDET
New Dolphine Electronics,"Om Nagar, Vasai West, Palghar",Vasai West,Mumbai,401202,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Palghar/New-Dolphine-Electronics-Near-Panchvati-Bharat-Bank-Vasai-West/022PXX22-XX22-140219164430-Y4W8_BZDET
Balaji Automobiles,"J N Road, Sarvoday Parshwanath Nagar-mulund West, Mumbai",Sarvoday Parshwanath Nagar-mulund West,Mumbai,400080,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Balaji-Automobiles-Near-By-Datta-Mandir-Sarvoday-Parshwanath-Nagar-mulund-West/022PXX22-XX22-000138586883-M1C1_BZDET
CHENNAI BATTERY BAZAAR,"NO: 492/149, S.N, Thambu Chetty St, Royapuram, Chennai, Tamil Nadu 600001",Chennai,Delhi,600001,098408 53864,5.0,0,car battery dealers,battery,googlemaps,https://www.google.com/maps/place/CHENNAI+BATTERY+BAZAAR/data=!4m7!3m6!1s0x3a526fea0f21cf3b:0xad352a13eda1e3ce!8m2!3d13.096368!4d80.2895347!16s%2Fg%2F11llfj4gvy!19sChIJO88hD-pvUjoRzuOh7RMqNa0?authuser=0&hl=en&rclk=1
OMSAKTHI BATTERY SALES & SERVICE,"no.31, T.H Rd, Kodungaiyur (East), Kaviarasu Kannadhasan Nagar, Kodungaiyur, Chennai, Tamil Nadu 600118",Chennai,Delhi,600118,090949 92386,4.3,6,car battery dealers,battery,googlemaps,https://www.google.com/maps/place/OMSAKTHI+BATTERY+SALES+%26+SERVICE/data=!4m7!3m6!1s0x3a5265743efc637d:0xadb76cd783ffa569!8m2!3d13.1313573!4d80.2588807!16s%2Fg%2F11cn15vmbb!19sChIJfWP8PnRlUjoRaaX_g9dst60?authuser=0&hl=en&rclk=1
Vachann Power Solution,"Byrathi Cross, Bangalore",Byrathi Cross,Bangalore,560077,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Vachann-Power-Solution-Near-Super-Market-Kanakashree-Layout-Byrathi-Cross/080PXX80-XX80-221102175314-P1F8_BZDET
Shiva Sai Enterprises,"Rajpalya,Near Hoodi Circle,, Hoodi, Bangalore",Hoodi,Bangalore,560048,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Shiva-Sai-Enterprises-Opp-Ittina-Akkala-Apartment-Hoodi/080PXX80-XX80-151105145929-N6T9_BZDET
Sahyadri Enterprises,"Kalkere Road, Horamavu, Bangalore",Horamavu,Bangalore,560043,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Sahyadri-Enterprises-Opposite-SLS-Gurukul-School-Horamavu/080PXX80-XX80-170707185112-K9Z4_BZDET
Sri Byraveshwara Battery Point,"Kanakapura Main Road, Tataguni, Bangalore",Tataguni,Bangalore,560062,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Sri-Byraveshwara-Battery-Point-Near-Jyothy-College-Tataguni/080PXX80-XX80-210420152226-T7I2_BZDET
Renu Enterprises,"Whitefied Road, B Narayanapura, Bangalore",B Narayanapura,Bangalore,560016,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Renu-Enterprises-Opposite-Metro-Piller-Near-K-R-Puram-Railway-Station-B-Narayanapura/080PXX80-XX80-140723120855-X1L9_BZDET
Manjunath Batteries,"50Ft Avalahalli Main Road, Girinagar, Bangalore",Girinagar,Bangalore,560085,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Manjunath-Batteries-Near-Bank-Of-Baroda-Girinagar/080PXX80-XX80-130806170747-W8P9_BZDET
Chandan Solar Energy Systems,"5th Main,MES MAIN ROAD, Muthyala Nagar, Bangalore",Muthyala Nagar,Bangalore,560054,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Chandan-Solar-Energy-Systems-Muthyala-Nagar/080PXX80-XX80-110712160043-U9H2_BZDET
Raj System Solutions,"Nelamangala, Bangalore",Nelamangala,Bangalore,562123,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Raj-System-Solutions-Opp-to-TALUK-OFFICE-Nelamangala/080PXX80-XX80-121229085919-Y9T3_BZDET
Sri Manjunatha Battery Works,"Kogile Cross, Kogilu Main Road, Yelahanka, Bangalore",Yelahanka,Bangalore,560064,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Sri-Manjunatha-Battery-Works-Opposite-Siddhappaji-Bar-Yelahanka/080PXX80-XX80-111011114701-Y7E4_BZDET
Kalyan Power House,"Swami Vivekananda Road Old Madras Road, Halasuru, Bangalore",Halasuru,Bangalore,560008,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Kalyan-Power-House-Next-to-Halasuru-Metro-Station-Halasuru/080PXX80-XX80-170130120258-Z4R2_BZDET
Tanish Technologies Inc,"3rd Cross, Ayyappa Layout, Marathahalli, Bangalore",Marathahalli,Bangalore,560037,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Tanish-Technologies-Inc-Near-KMF-Dairy-Marathahalli/080PXX80-XX80-180705122931-J8P8_BZDET
Balaji Enterprises,"80 Feet Road, Nagadevanahalli, Bangalore",Nagadevanahalli,Bangalore,560060,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Balaji-Enterprises-Opposite-to-Shirke-Apartment-Next-to-Bharat-Petrol-Bunk-Nagadevanahalli/080PXX80-XX80-190711142101-T8X3_BZDET
Annamalai Batteries,"Narayana Pillai Street, Shivaji Nagar, Bangalore",Shivaji Nagar,Bangalore,560001,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Annamalai-Batteries-Annamalai-Batteries-Shivaji-Nagar/080PXX80-XX80-220418180045-A5A5_BZDET
S M A Traders (Battery Shop),"Madiwala, Koramangala 2nd Block, Bangalore",Koramangala 2nd Block,Bangalore,560034,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/S-M-A-Traders-Battery-Shop-Opposite-Fab-India-Near-Madiwala-Ayyappa-Temple-Koramangala-2nd-Block/080PXX80-XX80-210328002533-U5Q7_BZDET
Vinayka Ups & Batteries,"Srinivasapura Cross, Rajarajeshwari Nagar, Bangalore",Rajarajeshwari Nagar,Bangalore,560098,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Vinayka-Ups-Batteries-Next-to-Gowdru-Mane-Hotel-Rajarajeshwari-Nagar/080PXX80-XX80-220818120340-C5A8_BZDET
S V Battery Sales & Services,"Banjara Layout, Aagara Horamavu Main Road, Horamavu, Bangalore",Horamavu,Bangalore,560043,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/S-V-Battery-Sales-Services-Next-to-Iyenger-Cake-Palace-Horamavu/080PXX80-XX80-241005164720-H4M5_BZDET
Battery House INC,"Millers Road, Vasanth Nagar, Bangalore",Vasanth Nagar,Bangalore,560001,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Battery-House-INC-Opposite-M-C-A-Building-Vasanth-Nagar/080PF000397_BZDET
Sri Devi Battery,"Periyar Nagar, Mannurpet, Chennai, Tamil Nadu 600058",Chennai,Delhi,600058,094441 23434,4.0,4,car battery dealers,battery,googlemaps,https://www.google.com/maps/place/Sri+Devi+Battery/data=!4m7!3m6!1s0x3a5263ec9f54f3a3:0x76326d74c5354b06!8m2!3d13.0997093!4d80.1711058!16s%2Fg%2F11y3ytwkh3!19sChIJo_NUn-xjUjoRBks1xXRtMnY?authuser=0&hl=en&rclk=1
Sri Balaji Enterprises,"Vasuki Road, Jp Nagar 7th Phase, Bangalore",Jp Nagar 7th Phase,Bangalore,560078,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Sri-Balaji-Enterprises-Near-Axis-Bank-Jp-Nagar-7th-Phase/080PXX80-XX80-100518183512-Q4J4_BZDET
Raw Powertech,"Hagadur Main Road, Whitefield, Bangalore",Whitefield,Bangalore,560066,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Raw-Powertech-Opp-MedPlus-Whitefield/080PXX80-XX80-220713141729-X9R9_BZDET
Vivitron Energy Pvt Ltd,"Peenya Industrial Area , 8th Main Road, Peenya, Bangalore",Peenya,Bangalore,560058,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Vivitron-Energy-Pvt-Ltd-Near-By-Peenya-2-ND-Stage-Peenya/080PXX80-XX80-240322162258-S2Q6_BZDET
S V Systems,"4th M Block, 59th C Cross, Rajajinagar, Bangalore",Rajajinagar,Bangalore,560010,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/S-V-Systems-Near-More-Supermarket-Golden-Heights-and-Ather-Showroom-Rajajinagar/080PXX80-XX80-150917233115-Z8W3_BZDET
City Power Solutions,"3rd Cross,Ayyappa Garden, Wilson Garden, Bangalore",Wilson Garden,Bangalore,560027,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/City-Power-Solutions-Opposite-Mico-Back-Gate-Wilson-Garden/080PXX80-XX80-090929190058-M8X1_BZDET
Ganapathi Enterprises,"Dodda Nagamangalaa Road, Electronic City, Bangalore",Electronic City,Bangalore,560100,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Ganapathi-Enterprises-Near-Karnataka-Bamk-Electronic-City/080PXX80-XX80-180607175601-T7I9_BZDET
Sg Energy Solutions,"2nd Cross, 4th Block, Nagasandra Main Road, HMT Layout-Nagasandra, Bangalore",HMT Layout-Nagasandra,Bangalore,560073,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Sg-Energy-Solutions-Near-Nagasandra-Bus-Stop-HMT-Layout-Nagasandra/080PXX80-XX80-230905215640-W2M6_BZDET
SS Battery World-Inverter Battery |Inverter Shop|Exide Dealers|Nanganallur,"38/64, Lake View St, Ullagaram, Nanganallur, Chennai, Tamil Nadu 600061",Chennai,Delhi,600061,080564 38438,,154,car battery dealers,battery,googlemaps,https://www.google.com/maps/place/SS+Battery+World-Inverter+Battery+%7CInverter+Shop%7CExide+Dealers%7CNanganallur/data=!4m7!3m6!1s0x3a525dc0a8e98d6f:0x6922110556809801!8m2!3d12.9763968!4d80.1928184!16s%2Fg%2F11m7qtqcq7!19sChIJb43pqMBdUjoRAZiAVgURImk?authuser=0&hl=en&rclk=1
Vivitron Energy,"Peenya 2nd Stage, Bangalore",Peenya 2nd Stage,Bangalore,560058,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Vivitron-Energy-Peenya-2nd-Stage-Bus-Stop-Peenya-2nd-Stage/080PXX80-XX80-180629213020-G1C5_BZDET
Power Care Solution,"New Guruppana Palya 5th Cross, BTM Layout 1st Stage, Bangalore",BTM Layout 1st Stage,Bangalore,560029,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Power-Care-Solution-Next-to-Shobha-Magnolia-Apartment-BTM-Layout-1st-Stage/080PXX80-XX80-210125173058-I6P8_BZDET
Slv Enterprises,"Devasandra,New Bel Road, Mathikere, Bangalore",Mathikere,Bangalore,560054,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Slv-Enterprises-Opposite-Indian-Bank-Mathikere/080PXX80-XX80-110415181047-G1X2_BZDET
Sai Power Solutions,"Medanahalli Main Road, Bidadi, Bangalore",Bidadi,Bangalore,562109,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Sai-Power-Solutions-Opposite-Indian-Oil-Petrol-Bunk-Bidadi/080PXX80-XX80-200106135705-F9K1_BZDET
Sri Muthayalamma Enterprises,"1 St Cross Coffee Board Layout, Hebbal, Bangalore",Hebbal,Bangalore,560024,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Sri-Muthayalamma-Enterprises-Near-BSNL-Office-Behind-Post-Office-Hebbal/080PXX80-XX80-200502104515-R7L3_BZDET
